id,name,lat,lon
584204204e65fad6a7709136,"Kodiak, Alaska",57.426470239515034,-152.36629
640a2088e92030152096257f,Akbar,57.6021,-152.1645
5842041f4e65fad6a7708e22,Fossil Beach,57.418,-152.361
5842041f4e65fad6a7708e23,Cannon Beach,59.495,-139.787
640a2096606c453200a8ef14,Good Rats,57.3734,-135.767
640a2098e9203068129629df,Sealion Cove,57.3013,-135.831
640a2090e92030fc9896282e,Port Mary,57.1672,-135.755
640a209299dd446b2efb7da7,Kai's Place,57.0624,-135.844
640a209599dd448fd8fb7e6a,Red Tree Reef,57.0492,-135.854
640a20934eb375e3cc8ca933,Neva Bay,57.0399,-135.849
640a208f4eb375bc348ca82e,Shoals Reef/Wall,57.0101,-135.65
640a208db6d7697208498077,Shoals Point,57.0099,-135.634
640a208a99dd44e1e6fb7b9b,Low Island,57.0085,-135.612
5842041f4e65fad6a7708e24,The Wall,57.066,-135.393
640a209a606c45f7e4a8efe1,"Sandy Beach - Sitka, Alaska",57.0754,-135.373
5842041f4e65fad6a7708e12,"Kamalino, Niihau",21.812,-160.246
5842041f4e65fad6a7708b31,Pakala,21.936,-159.652
584204214e65fad6a7709bde,PKs/Centers,21.880277061272192,-159.47478
5842041f4e65fad6a7708b30,Poipu Outer Reef,21.872,-159.462
5842041f4e65fad6a7708df3,Mana Point,22.013,-159.785
5842041f4e65fad6a7708df1,Polihale,22.101,-159.747
5842041f4e65fad6a7708b2d,Ha'Ena Bay (Cannons/Tunnels),22.225,-159.567
5842041f4e65fad6a7708b2c,Hanalei Bay,22.216,-159.502
640f37d874a71b18f7294fe3,Kauapea Beach,22.2242,-159.4098
5842041f4e65fad6a7708b2f,Anahola Bay,22.148,-159.301
5a9db1d0a7eda2001a6aad6b,Kealia,22.096150401123737,-159.30328433528325
640f37ef326c179b795b7627,Kalapaki Beach,21.9600952,-159.35027
640f37e374a71b7f86295289,Shipwrecks,21.874,-159.4372
5842041f4e65fad6a7708b3b,Kaena Point,21.576,-158.282
5842041f4e65fad6a7708df8,Mokuleia,21.586,-158.191
5842041f4e65fad6a7708df5,Hale'iwa,21.597,-158.109
584204204e65fad6a7709057,Pua'ena Point,21.604,-158.109
5842041f4e65fad6a7708898,Laniakea,21.62,-158.088
5842041f4e65fad6a7708896,Hultin's,21.622,-158.087
5842041f4e65fad6a7708897,Jocko's,21.623,-158.085
5842041f4e65fad6a7708899,Chun's,21.625,-158.083
5842041f4e65fad6a7708895,Waimea Bay,21.643,-158.067
5842041f4e65fad6a7708893,Log Cabins,21.65870453806827,-158.06058
5842041f4e65fad6a7708892,Rockpile,21.662,-158.057
5842041f4e65fad6a7708894,Off-The-Wall,21.66203493640557,-158.05495
5842041f4e65fad6a7708891,Backdoor,21.665,-158.054
5842041f4e65fad6a7708890,Pipeline,21.66522,-158.0526
653b83b84f42f85b45263e14,Ehukai Beach Park,21.66558,-158.05185
6542334204e69116d57b4d9e,Pupukea,21.66771,-158.04967
5842041f4e65fad6a770888f,Chambers,21.668,-158.05
5842041f4e65fad6a770888e,Rocky Point,21.670550036401,-158.0482
5842041f4e65fad6a770888d,Sunset Beach,21.679,-158.042
644307ceabaf74e0cd52271f,Freddieland,21.682872,-158.03326
5842041f4e65fad6a7708df4,Velzyland,21.685,-158.033
5842041f4e65fad6a7708df2,Turtle Bay West,21.705402859819525,-158.00333
584204204e65fad6a7709218,Turtle Bay East,21.707393337051556,-157.99598
6418e2caa34c33681818a7a9,Laie Beach Park,21.6312,-157.921
5842041f4e65fad6a7708dfb,Kahuku,21.679,-157.935
5842041f4e65fad6a7708dfa,Crouching Lion,21.566,-157.861
5c3fc10b1135b1000195fa99,North Beach,21.45582460919004,-157.74446725845337
60428c564d813d3a2bb40d2c,Castles,21.420918,-157.74242
6418dc67a34c3349c417505f,Kailua,21.41,-157.74
5842041f4e65fad6a7708df7,Popoia Island Kailua,21.401,-157.718
6418e2be970272062987bc46,Lanikai Beach,21.393,-157.7151
5842041f4e65fad6a7708b3c,Makapu'u,21.31110306220024,-157.6590697786346
5842041f4e65fad6a7708df6,Sandy Beach,21.284,-157.673
5842041f4e65fad6a7708dfe,Barbers Point,21.295,-158.107
601b20b05f02a99e8973f5b7,White Plains Beach,21.3023,-158.0454
6466ad9b1b12f5c98eb72499,The LineUp at Wai Kai,21.308209,-158.04112
5842041f4e65fad6a7708e00,Ewa Beach,21.302,-158.002
5842041f4e65fad6a7708e30,Sand Island,21.299,-157.875
5a983b55ab43c7001a4129d9,Kewalos,21.287874987990282,-157.8591
5842041f4e65fad6a770889c,South Shore - Ala Moana Park,21.286357895152136,-157.8515
5842041f4e65fad6a7708b42,Ala Moana Bowls,21.281416779283845,-157.8457
5842041f4e65fad6a7708b39,Rockpiles,21.280537020769913,-157.84107
5842041f4e65fad6a7708b38,Kaiser's,21.277,-157.841
5842041f4e65fad6a7708b3a,Four's,21.2745,-157.8395
5842041f4e65fad6a7708b3d,Three's,21.276618032562773,-157.83386
5842041f4e65fad6a7708b32,Populars,21.272,-157.832
5842041f4e65fad6a7708b35,Canoes,21.27394674233747,-157.82777
584204204e65fad6a7709148,Waikiki Beach,21.274598513189574,-157.82678
5842041f4e65fad6a7708b36,Queen's,21.273658410008455,-157.8263
6335eab2d305aa6b0692cd5f,The Wall,21.271082,-157.82401
5842041f4e65fad6a7708b33,Publics,21.26841992117695,-157.82329
5a987de6a7eda2001a6aa93b,Waikiki - Kapiolani Park,21.267080507181625,-157.82360360082407
6335ed3996ac630a21de90d7,Old Man's,21.25996,-157.82482
6335ebea693c3404e2a7b850,Tongg's,21.25696,-157.82366
5842041f4e65fad6a77088a2,Diamond Head,21.252,-157.805
5842041f4e65fad6a7708b34,Black Point,21.25460513357954,-157.79432
5842041f4e65fad6a7708dfc,Yokohama Bay / Keawa’ula ,21.544,-158.243
5842041f4e65fad6a7708dfd,Makaha,21.475,-158.227
5842041f4e65fad6a7708dff,Ma'ili,21.417,-158.185
601b285ce17c8b3c17b65e2c,Tracks,21.3596,-158.133
5842041f4e65fad6a7708e05,Kepuhi Bay,21.189,-157.249
5842041f4e65fad6a7708e13,Halena Beach,21.085,-157.245
5842041f4e65fad6a7708e03,Kawa,21.201,-157.152
5842041f4e65fad6a7708e01,Kaunakakai (The Wharf),21.079,-157.031
5842041f4e65fad6a7708e04,Kalaupapa,21.198,-156.984
5842041f4e65fad6a7708e02,Halawa Bay,21.159,-156.736
5842041f4e65fad6a7708de4,Honolua Bay,21.024,-156.642
6418dd1193265b016717814b,Little Makaha,20.9972,-156.668
6418dc919a43c4dc6136f3cc,Windmills,21.0239,-156.628
5842041f4e65fad6a7708de7,Honokohau Bay,21.024,-156.61
6418dd176478f05439f99dad,Pavilions,20.9374,-156.356
640f37b743c1fbf8fd4386a1,S Turns,20.9673218,-156.68296
5842041f4e65fad6a7708de3,Rainbows,20.948,-156.693
6328ea2e553788088a2ebfdd,Ka'anapali Point,20.917672,-156.69711
640f37c26d5ecc82715b1e36,Launiupoko,20.84204,-156.65284
640f37ab326c174fb15b6718,Oneuli Beach,20.6412,-156.4462
640f37a038476ebadad58891,Makena Beach,20.632583,-156.44906
6328ed0ed05d38031be2733c,Waiehu Beach,20.917024,-156.49129
5842041f4e65fad6a7708de6,Kahului Harbor,20.904,-156.463
5842041f4e65fad6a7708de5,Kanaha,20.905,-156.442
584204204e65fad6a770999d,Tavares Bay,20.922,-156.374
5842041f4e65fad6a7708de8,Ho'okipa,20.936,-156.359
5842041f4e65fad6a7708de9,Peahi (Jaws),20.945,-156.298
5842041f4e65fad6a7708deb,Honomanu Bay,20.866,-156.166
5842041f4e65fad6a7708dea,Hana Bay,20.76,-155.983
5842041f4e65fad6a7708b37,Lahaina Harbor - Breakwall,20.869,-156.679
5842041f4e65fad6a7708de0,Olowalu,20.808,-156.624
64bbf6d76914b76a8170b24d,Ukumehame,20.795589300073612,-156.58179
5842041f4e65fad6a7708da5,Ma'alaea Harbor,20.791,-156.509
5842041f4e65fad6a7708de1,The Cove,20.728,-156.453
5842041f4e65fad6a7708b2a,Little Beach,20.63474,-156.45211
5842041f4e65fad6a7708b2b,Dumps,20.613,-156.438
5842041f4e65fad6a7708de2,La Perouse Bay,20.591,-156.415
5842041f4e65fad6a7708e07,Pohakuloa,20.931,-156.997
5842041f4e65fad6a7708e06,Kaiolohia Bay/Shipwreck Beach,20.918,-156.901
5842041f4e65fad6a7708e18,Lopa Beach,20.804,-156.807
5842041f4e65fad6a7708e14,Manele Bay,20.736,-156.894
5842041f4e65fad6a770889e,Kawaihae,20.029,-155.831
5842041f4e65fad6a7708def,Hapuna Bay,19.993,-155.827
5842041f4e65fad6a7708ded,Pinetrees,19.695,-156.046
5e502d5939f578f30180d591,Kaiwi Point,19.658207410571208,-156.03269406981858
63054c33457a151d9cc7d44e,Old Kona Airport,19.643194,-156.01492
5e5034d3e3517f024160d922,Honl's,19.628229345976486,-155.98827
